feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target_growth
23.506,70.772,43.663,5.753,11.745,0.401,2.103,137.031
26.157,48.748,39.885,7.378,9.729,2.573,1.03,117.193
34.627,49.309,41.307,6.519,10.501,1.892,3.2,128.232
26.073,81.017,68.033,5.531,10.346,0.732,0.894,157.756
20.226,67.122,25.525,6.931,9.886,0.622,4.404,114.963
18.879,55.868,46.803,7.377,10.012,2.362,1.037,124.064
34.072,60.688,72.142,6.706,11.436,2.346,0.427,156.436
22.519,77.816,52.132,7.512,11.313,2.626,3.827,149.911
26.569,47.986,47.522,6.098,7.034,0.782,1.07,121.308
19.542,50.242,40.618,7.741,4.248,1.653,0.303,108.111
25.202,72.732,28.696,6.945,4.309,0.692,2.557,120.565
33.812,72.314,36.224,7.409,7.573,2.31,4.368,137.564
26.541,88.761,29.523,5.819,10.68,1.39,1.35,137.922
34.509,61.855,31.335,6.338,10.781,2.07,1.958,130.053
22.4,47.928,33.176,7.729,7.235,0.473,1.22,104.994
26.577,69.189,40.101,5.153,6.413,2.267,2.599,131.711
32.612,73.726,25.551,6.212,8.053,0.951,1.588,126.679
25.62,51.282,72.507,7.341,10.66,2.423,2.743,148.229
22.751,69.879,31.191,7.231,9.092,0.846,2.255,119.932
32.543,53.9,44.157,7.555,5.118,2.296,4.194,133.749
24.628,83.013,68.976,7.218,6.898,0.722,3.081,159.328
27.022,82.582,30.328,7.841,8.443,1.992,3.135,137.327
34.601,64.333,49.18,6.495,8.306,2.27,2.292,149.123
21.17,88.503,67.239,6.873,10.645,1.327,1.504,166.766
23.124,89.09,52.848,7.543,11.457,0.986,1.55,156.65
18.528,50.816,35.517,7.105,4.804,1.227,2.367,106.193
24.661,61.547,61.775,5.306,5.795,1.112,1.025,137.463
21.403,72.014,59.067,6.101,7.137,1.919,0.769,140.291
29.561,48.818,43.109,6.658,6.371,0.507,1.801,119.05
21.082,62.219,27.315,7.264,7.266,0.499,0.761,110.251
29.472,56.753,25.393,6.631,4.326,1.091,1.192,110.25
22.479,87.842,66.27,7.333,4.528,1.065,2.501,161.424
24.039,63.521,41.078,7.513,10.707,0.825,3.597,133.267
23.931,79.32,31.888,5.795,4.821,2.12,1.167,126.244
30.185,62.402,50.928,6.848,10.593,0.457,3.604,142.316
25.931,50.932,71.042,6.671,6.452,2.618,0.267,136.844
24.142,83.842,25.424,5.682,6.474,2.218,4.487,135.674
32.495,45.019,27.807,6.47,4.806,1.367,2.423,106.756
27.723,47.517,45.852,6.646,4.106,2.461,2.246,122.124
21.635,61.397,58.798,7.452,6.842,1.884,2.997,137.015
33.302,75.91,48.805,6.383,10.683,1.769,2.243,151.446
23.825,60.377,69.877,5.243,11.36,1.151,1.954,148.147
18.663,47.984,27.204,6.462,4.493,1.991,1.795,93.719
26.408,59.303,42.007,7.514,4.247,0.735,4.405,118.89
20.107,56.024,42.567,6.714,5.27,1.66,3.904,121.656
22.054,45.244,42.006,5.957,10.13,0.679,2.36,114.726
30.701,69.066,49.384,7.763,5.639,1.468,3.797,141.16
20.223,50.249,64.529,5.467,5.846,1.879,0.841,130.226
31.718,57.937,40.894,5.981,11.112,0.773,2.477,133.273
33.927,73.854,62.224,6.311,11.0,0.933,2.136,159.621
28.311,77.63,32.323,7.214,9.362,2.352,1.597,136.513
30.076,56.856,53.036,7.507,5.312,1.014,4.149,139.082
30.131,59.814,43.754,5.176,7.049,0.629,3.78,126.884
34.878,56.111,51.961,7.376,5.889,1.194,4.1,141.477
23.806,88.06,30.387,7.162,9.375,2.644,2.931,139.949
20.769,53.573,72.673,7.684,10.239,2.065,1.818,149.749
26.826,53.243,70.311,7.701,5.137,1.781,3.454,146.592
27.065,65.027,66.32,7.333,11.184,2.417,0.667,152.488
21.025,53.519,69.639,5.571,7.703,1.984,3.868,140.667
28.423,52.052,32.334,5.942,10.36,2.347,0.324,121.473
18.24,49.315,50.186,7.809,4.413,1.977,3.718,117.713
33.77,73.808,40.895,6.795,6.885,2.474,3.227,145.527
22.498,72.544,69.369,6.616,4.118,1.898,0.58,148.899
18.673,74.257,34.472,7.747,9.748,1.036,0.832,126.853
19.84,79.799,35.997,7.623,4.636,0.499,2.145,129.143
22.084,59.686,59.336,7.182,6.706,0.653,1.489,133.965
22.656,86.329,29.445,7.647,10.254,1.63,3.929,135.781
18.558,77.994,61.618,5.342,9.992,2.732,1.029,148.671
22.749,81.212,38.406,7.273,9.122,2.223,1.993,133.608
21.28,77.443,58.047,7.897,9.552,2.261,1.32,150.004
24.437,61.131,68.652,5.147,9.21,1.993,0.747,146.896
24.548,57.736,55.481,5.669,9.13,2.568,1.317,133.516
23.763,64.013,35.634,7.382,6.797,2.165,3.898,119.982
23.575,49.366,27.458,6.56,4.225,1.02,3.277,103.027
19.525,65.308,27.231,5.26,7.535,1.599,4.131,114.624
18.428,46.941,29.441,5.804,4.364,1.37,1.943,97.449
21.436,45.178,53.991,5.972,7.751,0.797,1.234,116.667
30.863,86.917,42.411,5.963,7.713,0.934,0.313,147.711
34.844,76.02,37.155,7.633,5.43,1.084,2.329,139.398
33.785,70.283,35.965,6.986,10.274,0.817,0.371,137.528
26.572,60.35,72.429,7.205,9.634,0.922,0.218,148.189
27.041,70.674,30.941,5.041,8.476,2.599,2.8,130.809
23.348,85.121,40.241,6.283,11.407,1.224,0.909,145.314
31.157,74.357,48.574,5.953,6.297,2.386,2.607,146.689
31.001,72.112,25.022,7.556,6.096,0.555,2.666,125.135
32.353,65.709,71.048,7.862,5.467,2.756,3.313,163.052
33.224,60.556,29.955,6.27,8.356,2.236,1.847,122.134
25.384,76.435,59.124,7.919,5.643,2.576,3.232,151.425
31.037,89.144,56.443,5.043,10.951,1.662,1.774,165.109
31.709,64.114,65.453,5.977,6.434,1.923,0.62,155.599
23.244,62.649,57.569,7.325,7.927,1.266,1.533,134.827
33.797,64.265,63.469,6.08,8.236,1.437,0.233,155.601
19.604,64.149,46.062,7.763,6.461,2.202,2.189,126.878
34.903,89.578,49.435,5.655,9.907,0.52,3.383,162.339
31.092,76.805,60.083,7.387,9.537,0.488,3.574,162.487
19.586,61.163,53.421,5.605,10.086,2.5,1.198,137.491
29.156,61.718,50.577,5.591,8.847,0.664,0.654,135.928
18.581,64.386,35.278,6.337,7.681,2.13,0.997,119.723
31.093,46.652,37.905,7.835,7.591,0.879,4.43,118.3
31.587,68.752,42.925,6.756,9.732,1.279,1.542,137.87
28.241,81.512,25.464,6.905,7.016,1.105,2.046,125.72
32.567,74.726,45.868,5.029,7.498,1.577,0.525,141.574
19.664,53.929,25.138,5.17,5.309,2.384,3.594,104.143
22.691,77.762,53.251,5.201,9.437,2.501,2.129,147.443
25.041,77.376,60.201,7.459,4.615,0.933,0.576,151.747
18.722,56.814,53.107,5.711,11.924,1.21,2.234,134.552
25.62,73.029,59.676,5.987,5.15,2.409,3.267,148.77
22.509,72.493,25.001,6.83,7.064,0.615,2.234,115.078
24.676,82.79,27.972,6.752,5.902,0.681,4.365,132.557
25.227,51.123,59.923,6.232,6.325,1.551,3.948,137.535
32.95,53.768,65.145,5.013,6.58,2.296,2.414,147.311
22.596,66.869,60.885,6.349,9.747,1.206,4.244,148.555
33.194,46.987,58.151,7.217,5.414,0.567,3.689,136.712
25.242,63.702,60.369,5.706,6.111,2.723,1.784,139.829
23.573,80.47,61.979,7.125,4.81,2.653,3.517,152.269
26.543,51.692,61.219,5.045,6.652,1.965,2.375,135.298
25.102,65.698,61.9,7.724,11.53,2.037,2.518,150.23
22.375,89.54,28.701,7.85,7.041,2.641,2.439,135.895
26.546,67.766,28.164,5.007,10.219,1.945,3.656,124.476
20.581,67.425,43.056,6.373,7.694,2.292,4.15,126.429
23.983,70.146,51.38,6.241,7.597,1.512,1.574,132.941
27.618,53.37,63.131,7.526,10.592,0.947,2.96,145.194
25.028,51.622,41.735,6.622,4.215,2.398,2.902,116.708
32.007,75.481,38.756,6.834,10.919,2.043,4.016,145.272
22.364,62.81,64.072,5.608,7.882,1.095,2.123,140.284
34.486,58.046,37.467,5.231,6.809,1.896,1.018,124.401
31.34,46.413,66.042,7.077,11.255,2.36,1.073,142.038
34.449,83.072,33.857,6.862,6.719,1.049,0.42,142.885
32.248,46.455,42.974,7.497,11.822,2.244,0.633,126.298
20.416,78.749,45.054,7.534,11.491,0.574,1.495,140.439
26.95,62.189,39.976,6.893,6.143,1.9,0.641,126.72
20.89,71.941,25.168,6.615,6.725,2.797,3.946,120.363
31.91,56.146,36.775,7.742,10.497,2.479,1.757,130.942
27.931,51.993,41.883,7.404,5.565,2.502,1.784,121.99
22.479,69.002,40.681,7.647,9.856,2.033,3.457,136.594
33.803,76.303,64.278,7.988,5.033,1.507,1.496,162.393
19.958,53.797,27.368,6.211,5.645,2.025,3.275,107.151
27.586,64.636,44.447,7.151,8.004,1.171,3.736,132.527
30.258,65.009,26.876,7.064,9.967,1.727,1.749,124.447
19.0,54.719,71.532,5.522,9.915,1.695,2.255,137.133
28.164,70.427,64.51,6.91,8.871,1.705,1.586,158.018
31.87,51.567,74.108,6.284,6.177,1.389,2.02,148.004
19.148,67.939,70.508,6.352,7.323,1.247,2.697,147.099
26.708,50.104,40.791,5.54,5.97,1.193,1.703,112.565
22.395,66.849,59.579,7.234,6.216,0.939,2.196,140.189
29.27,59.022,40.328,7.094,6.586,1.453,2.334,126.034
20.018,65.351,69.411,6.597,8.791,0.683,0.305,149.008
33.93,64.519,45.538,5.47,5.661,2.564,0.904,139.238
33.21,85.857,43.794,6.671,4.341,0.567,2.528,147.222
21.162,67.047,70.703,5.3,9.54,2.41,0.211,145.748
23.496,81.832,66.837,6.018,4.174,0.979,3.228,150.478
27.99,55.154,73.321,6.117,11.766,2.448,4.093,154.079
30.207,60.844,28.324,7.65,6.802,2.129,3.445,118.59
25.525,48.379,37.167,6.247,4.053,2.61,1.551,112.199
20.657,63.934,40.043,6.795,11.077,2.489,2.134,126.895
19.771,75.091,46.218,7.624,8.798,2.083,2.998,138.082
34.996,82.718,48.657,6.277,10.539,0.764,3.126,155.711
25.741,70.466,39.574,7.651,7.48,1.718,4.403,135.103
32.833,73.803,64.523,5.409,6.833,1.216,2.32,154.928
26.2,52.977,36.162,6.095,9.242,2.526,1.273,118.284
33.68,46.674,59.826,5.284,7.248,2.493,1.757,140.038
19.492,80.626,67.588,6.683,8.45,1.154,4.167,156.951
19.938,52.517,55.185,7.872,6.223,2.012,2.921,128.316
33.804,49.103,42.708,6.971,6.661,1.212,3.916,122.202
34.107,87.19,34.395,6.878,4.658,2.028,3.314,140.905
23.35,88.358,31.717,5.834,10.251,1.873,4.351,141.194
24.038,72.732,62.209,7.793,6.791,1.626,2.355,152.586
25.692,62.039,48.457,6.415,11.8,2.508,4.285,139.413
25.075,82.496,27.316,5.801,6.078,0.991,4.009,134.278
21.231,54.212,74.192,7.963,7.8,2.314,3.825,144.047
33.272,64.323,58.565,6.269,6.444,2.055,4.238,149.223
22.306,61.066,67.209,6.114,9.551,1.075,2.46,145.415
29.99,86.071,46.909,5.105,10.467,1.412,3.394,156.123
19.142,86.39,72.772,5.535,7.896,0.566,2.588,160.524
18.659,74.29,34.976,7.428,6.935,1.834,3.538,123.287
29.113,49.983,34.257,6.448,9.958,2.531,3.484,122.353
23.763,66.699,69.517,7.865,5.532,0.683,3.461,150.483
29.143,56.04,69.586,5.252,8.796,0.717,2.042,146.581
19.598,84.821,49.951,6.848,9.869,1.539,3.624,149.353
34.147,51.228,31.289,7.16,6.154,1.075,3.969,118.988
30.725,47.444,40.261,6.864,9.246,1.065,2.936,121.881
32.897,76.699,62.708,6.59,9.882,1.933,2.155,162.945
20.32,65.398,67.3,6.735,4.939,1.385,3.869,142.534
23.443,82.726,42.383,7.069,6.591,2.427,3.547,140.08
24.262,48.358,28.062,7.59,7.25,1.429,2.219,104.343
27.132,81.048,58.286,6.009,10.208,1.877,2.693,158.244
23.047,46.68,61.975,6.379,8.54,1.355,3.149,127.194
19.031,46.263,46.201,6.908,7.596,1.014,3.16,116.712
24.271,65.759,54.155,5.943,6.55,1.531,1.537,136.541
22.327,54.958,74.369,5.536,4.032,2.129,1.459,138.934
24.561,71.717,37.25,7.899,4.162,2.687,4.016,134.811
21.348,46.162,53.649,5.584,5.924,0.501,4.229,120.586
22.452,46.593,55.548,5.698,4.934,1.676,1.929,118.25
28.658,77.722,52.455,6.856,4.957,1.926,4.128,153.903
24.599,54.457,68.456,5.232,8.822,0.606,2.224,144.785
23.872,74.539,55.25,5.102,8.844,2.39,0.919,142.967
27.076,78.746,50.395,5.192,4.358,1.062,3.351,143.211
31.122,47.67,31.151,5.37,8.751,2.5,0.397,112.19
24.441,79.639,60.16,6.288,5.167,1.726,0.69,144.747
27.988,57.079,31.605,7.488,7.018,0.765,4.246,119.791
34.425,62.53,26.328,6.026,11.917,2.174,2.426,129.983
26.874,48.899,49.427,6.283,8.176,0.777,1.345,125.295
33.467,82.738,53.622,6.801,4.274,2.129,2.266,156.416
31.492,70.233,74.953,5.906,6.781,2.34,2.686,167.701
18.998,67.71,60.616,6.298,9.367,1.781,2.947,140.095
25.295,88.585,67.43,6.159,5.797,1.051,1.697,167.514
29.871,60.053,42.319,6.026,11.716,1.45,1.866,131.088
34.774,85.085,50.446,6.165,7.402,1.667,2.564,157.076
25.792,77.386,73.713,5.033,4.169,1.998,2.895,159.669
19.577,86.784,45.869,7.659,8.325,1.921,4.162,144.799
27.554,85.851,65.365,7.932,9.41,1.361,1.887,165.913
20.152,89.596,51.299,7.587,7.648,2.22,3.961,152.215
30.776,50.925,36.198,5.017,11.425,2.251,4.471,125.992
26.631,80.821,54.021,7.253,11.215,2.071,1.658,152.881
30.298,81.202,35.903,6.719,5.112,1.053,0.317,135.705
32.779,73.997,25.151,5.283,4.64,1.527,2.799,123.255
28.692,57.549,36.795,7.799,6.498,1.439,4.086,126.41
28.411,88.432,34.657,7.329,8.865,2.36,0.43,145.151
30.828,54.199,43.546,5.436,8.813,2.34,1.048,128.128
32.322,67.481,69.43,7.892,6.173,2.479,3.107,159.425
32.774,68.467,44.393,5.379,11.609,0.955,3.682,144.777
18.619,52.282,67.259,6.364,6.459,2.196,0.573,130.279
27.455,77.514,52.781,5.477,10.434,2.489,1.764,151.382
21.677,48.999,25.381,5.451,10.656,0.8,1.227,101.063
32.626,76.189,34.437,7.903,4.787,0.496,4.349,143.349
29.023,83.188,71.564,6.716,5.86,0.653,3.135,164.202
25.144,60.723,55.209,5.778,5.722,1.855,2.245,128.317
21.198,76.924,71.477,7.329,11.357,1.412,3.908,161.407
23.763,52.055,40.506,7.626,6.809,0.868,2.512,112.623
29.964,83.068,60.828,7.753,10.692,1.668,4.119,165.101
21.474,87.841,63.601,7.799,7.824,2.285,1.227,156.723
19.591,51.871,73.785,7.717,7.658,2.454,0.318,138.015
33.096,76.134,25.909,6.917,11.227,2.204,2.044,132.734
30.992,67.762,72.612,6.027,7.527,2.525,1.078,162.935
21.397,68.917,44.58,7.777,9.959,1.85,3.794,135.433
22.969,76.792,66.9,5.367,7.395,2.409,2.492,158.624
34.525,66.993,52.236,5.506,4.815,1.401,1.441,143.042
30.039,72.015,53.232,6.301,4.425,2.446,3.526,149.419
28.379,55.391,42.969,5.851,5.666,2.55,2.466,124.826
23.23,62.033,66.424,6.847,9.778,2.047,2.362,151.828
23.085,83.936,38.201,7.716,6.989,1.435,0.977,137.273
18.672,49.946,49.612,6.473,7.633,1.076,4.479,118.694
30.384,71.891,53.009,6.662,4.815,1.18,3.034,146.944
18.734,53.293,62.126,6.269,8.984,0.718,3.876,133.05
18.083,83.094,48.582,7.123,10.428,0.513,3.467,142.99
30.401,71.057,59.014,5.302,8.997,1.395,2.363,152.383
34.131,63.137,49.265,5.146,11.877,0.502,0.242,142.95
30.861,56.242,57.966,6.924,4.131,2.513,3.067,134.987
26.018,64.658,58.707,6.605,4.125,1.96,0.633,137.881
26.263,88.093,60.472,6.222,8.0,2.425,4.334,166.481
25.414,67.914,66.165,6.002,6.131,1.467,1.272,148.537
23.519,66.127,52.036,5.155,9.492,0.937,1.78,133.175
26.869,78.582,34.664,7.042,10.346,1.097,2.572,130.902
25.33,62.057,58.982,6.264,4.819,2.451,2.361,143.8
28.169,64.234,28.856,6.336,11.339,0.693,3.017,123.228
33.268,60.163,35.948,7.68,4.239,2.076,3.569,131.854
34.915,51.791,64.608,7.213,9.507,0.942,3.458,151.357
19.339,77.121,46.754,5.658,7.076,1.248,4.105,134.834
24.54,84.286,49.902,6.971,9.34,0.407,2.221,142.356
21.072,85.752,74.37,5.397,4.781,1.55,2.497,161.789
23.986,84.636,36.759,5.582,11.497,0.708,3.959,141.188
22.887,65.33,25.978,7.142,11.499,2.463,1.414,119.877
20.967,57.783,30.569,5.378,8.155,0.635,1.257,105.834
30.989,73.707,37.225,5.841,8.077,1.001,0.239,134.148
26.437,87.962,61.296,7.694,9.078,0.436,3.375,163.957
33.627,77.717,63.791,7.215,8.641,2.783,3.157,169.638
18.554,67.268,53.274,7.788,8.348,1.939,1.39,134.07
19.139,75.996,37.752,7.646,8.714,1.945,0.759,129.717
24.856,79.764,51.087,5.938,10.869,1.645,0.383,147.865
19.365,86.367,25.748,6.897,8.889,2.483,2.298,130.815
22.466,79.345,59.09,6.136,5.567,0.746,1.032,143.855
34.763,64.494,55.715,7.091,11.311,2.303,3.612,146.958
21.552,57.312,26.09,6.045,5.728,2.337,4.285,108.563
21.368,67.495,65.851,5.004,5.321,0.487,3.54,142.948
27.752,59.768,63.171,5.282,11.976,0.718,3.862,145.659
26.466,87.424,40.411,7.313,5.707,1.713,4.46,142.405
27.867,67.858,56.769,5.252,4.801,0.616,3.385,140.619
24.404,66.243,55.075,6.798,8.496,1.078,2.639,140.244
32.055,60.669,32.159,7.573,10.618,1.369,3.683,129.351
20.356,73.773,34.663,7.223,4.486,0.777,2.625,116.325
25.283,68.402,59.16,6.24,7.921,2.09,2.06,141.645
29.726,50.807,71.678,5.626,4.548,1.588,0.34,144.55
32.76,84.114,53.814,7.768,7.43,1.936,2.965,160.26
24.283,61.156,53.391,6.699,6.752,1.538,4.059,136.085
27.652,64.466,57.334,6.216,5.097,1.39,3.181,138.308
19.175,54.255,47.029,7.826,11.448,1.582,1.938,124.194
20.895,69.903,27.709,5.645,9.079,2.559,2.853,119.244
19.175,76.592,44.825,6.327,10.744,1.35,3.696,136.608
30.374,84.652,70.013,5.326,11.248,1.941,3.486,170.82
22.897,47.322,65.247,5.375,11.441,2.402,2.312,135.187
30.304,88.8,71.371,6.196,9.985,1.891,1.755,180.742
19.129,76.672,32.642,7.099,6.456,0.943,1.907,121.612
32.663,57.793,50.298,6.017,10.631,0.693,4.104,142.727
32.204,54.201,54.236,7.069,8.161,1.818,0.93,136.978
19.512,58.324,35.496,7.416,6.173,2.146,3.911,115.315
18.404,84.408,35.049,7.633,7.086,2.245,1.04,129.341
18.957,58.113,64.102,5.134,6.41,2.065,4.418,140.985
32.512,65.827,58.593,7.321,7.73,0.408,2.128,149.408
21.99,76.758,57.359,5.441,10.251,2.257,3.354,148.775
27.321,84.24,38.349,7.095,7.879,1.851,3.336,142.86
25.246,74.636,50.338,6.115,6.143,2.772,3.522,146.879
31.524,78.89,26.153,7.123,4.699,2.235,3.594,125.007
26.311,52.8,31.497,5.641,10.846,1.432,0.368,114.171
26.511,84.483,50.913,6.935,7.339,2.023,1.375,152.183
34.815,57.407,40.484,5.377,7.535,1.878,1.188,127.975
20.552,50.777,73.283,5.509,10.11,1.21,3.204,142.676
32.122,88.931,48.574,6.843,10.798,1.68,3.138,162.905
18.88,54.074,29.178,6.01,8.089,0.891,1.477,100.866
26.12,51.149,25.892,7.111,9.059,0.611,3.612,111.38
33.068,73.171,61.263,7.055,5.913,2.159,1.54,157.006
29.309,59.349,33.575,6.865,11.481,1.322,1.675,124.544
29.649,51.001,34.391,7.192,8.543,2.214,1.915,119.369
22.476,72.05,46.19,7.382,9.757,1.572,3.402,140.537
25.116,79.154,38.203,7.734,4.914,2.343,0.251,138.984
24.232,80.694,55.829,5.242,9.095,2.175,4.098,155.366
26.865,51.998,49.285,6.715,6.952,2.234,3.176,130.937
25.858,70.059,30.573,7.246,7.601,1.43,2.722,125.441
23.557,81.616,64.237,5.651,9.457,2.707,1.221,163.51
23.193,52.249,46.293,5.791,10.371,1.373,3.578,121.483
22.264,54.346,55.542,5.801,6.795,2.304,3.953,127.339
24.206,45.109,25.197,6.717,10.986,1.575,2.357,104.616
20.549,68.609,56.32,6.099,5.752,0.964,1.458,137.016
32.826,53.761,39.142,6.998,8.503,1.909,1.836,120.598
28.236,77.591,49.719,6.831,5.21,1.526,1.99,144.605
20.274,88.3,39.886,6.971,6.314,1.034,1.515,136.494
29.796,54.394,74.813,5.757,11.163,1.318,3.262,157.538
32.41,74.209,36.542,7.302,4.092,0.784,1.671,134.422
22.038,54.533,70.643,6.992,11.325,2.769,3.731,144.369
20.56,45.81,70.898,5.392,6.627,1.944,2.194,130.924
18.146,79.135,46.05,5.601,9.566,0.817,2.905,134.857
18.803,64.53,40.2,5.903,4.734,2.235,4.276,123.737
30.958,87.605,44.052,7.808,9.13,1.845,2.118,155.178
34.782,69.043,74.467,5.979,11.276,2.134,0.932,167.405
18.763,52.087,55.94,5.06,8.442,1.803,2.565,126.439
30.717,65.24,52.239,5.425,6.897,0.545,2.336,137.254
19.222,54.13,26.796,5.097,10.349,0.888,3.565,111.288
28.066,84.511,67.392,6.209,9.702,2.245,3.899,171.656
30.853,76.091,29.19,7.391,4.942,2.21,3.264,133.917
24.106,60.356,27.349,6.351,9.326,2.209,4.377,121.378
18.186,68.752,38.743,7.517,9.317,0.437,1.358,125.029
28.118,75.127,48.789,5.143,10.015,2.332,1.229,145.721
34.851,80.229,69.764,6.409,6.53,1.454,1.453,168.231
22.379,48.607,64.504,7.361,7.21,2.065,3.085,138.18
21.221,46.013,34.882,7.024,11.68,1.053,1.2,108.801
20.107,50.15,43.604,7.558,8.588,2.247,0.58,114.26
27.439,62.775,64.012,5.822,8.068,2.757,4.404,156.223
28.14,66.002,51.355,6.503,11.895,1.008,1.553,139.998
31.469,51.141,33.725,7.031,5.836,2.282,1.156,112.701
30.802,63.502,44.803,5.505,7.183,1.852,1.743,136.775
33.173,64.873,56.297,7.447,10.079,1.055,0.881,146.463
31.698,49.909,73.661,5.934,9.705,1.106,0.354,149.715
22.204,86.25,58.091,5.28,11.734,2.156,1.513,161.784
27.45,71.962,25.81,7.297,9.234,1.082,1.653,120.311
23.056,62.484,60.25,7.115,6.505,0.515,3.687,139.487
23.606,67.811,37.543,7.651,7.181,2.498,2.073,131.287
33.843,59.139,68.108,7.676,4.718,1.813,3.368,155.142
29.592,83.445,44.194,5.836,11.39,2.22,3.364,152.511
34.568,70.876,34.981,6.924,5.029,1.848,3.593,141.902
25.088,67.27,48.397,7.997,8.366,1.639,4.15,139.335
27.136,85.99,37.76,5.731,7.211,2.248,2.344,143.47
26.281,82.709,36.791,6.419,5.074,0.477,0.647,136.903
19.824,81.576,53.663,7.73,6.344,1.149,0.366,144.686
22.024,55.152,63.367,5.309,9.069,1.906,1.004,139.546
26.97,51.891,66.748,7.785,4.25,2.666,3.766,140.115
19.145,76.054,44.883,6.464,11.728,1.345,2.67,140.699
33.835,66.089,28.34,7.679,11.273,2.741,0.803,131.282
20.105,75.767,49.199,6.864,4.677,2.213,0.77,132.899
21.366,79.228,46.689,7.014,10.947,1.564,4.033,145.282
31.01,58.289,34.849,7.319,6.629,1.43,2.436,124.105
19.648,57.809,69.807,5.201,4.54,0.711,0.939,139.9
33.305,67.087,73.707,6.883,6.449,1.876,4.056,165.877
30.337,57.31,27.587,7.772,10.471,0.526,3.299,117.99
19.167,75.028,64.787,7.868,9.327,1.43,2.254,148.668
29.761,78.603,57.286,7.905,5.908,0.971,2.2,153.357
28.738,66.242,38.072,6.937,9.753,2.695,3.092,131.44
30.875,77.571,56.758,6.9,9.663,1.272,1.655,154.142
32.079,67.97,31.432,6.657,9.943,1.574,4.5,133.082
30.212,77.079,28.47,6.823,8.325,1.301,3.574,132.207
27.965,55.124,74.674,6.836,10.552,0.729,2.956,155.183
23.482,78.248,56.818,5.127,9.131,1.246,3.156,148.028
29.854,77.181,37.661,5.267,5.003,2.27,4.483,132.62
34.269,56.997,47.502,6.858,10.482,1.891,0.246,132.994
27.988,70.019,72.504,5.943,6.59,1.45,0.298,156.016
29.294,83.489,46.936,5.904,9.64,2.369,3.576,152.358
25.431,56.229,70.022,5.58,9.401,0.41,1.1,140.768
30.854,78.119,68.44,7.403,6.687,2.384,3.146,171.359
34.96,87.929,42.208,7.893,5.293,0.543,2.364,153.713
20.727,83.981,59.8,6.883,9.56,2.489,1.57,155.08
21.441,63.068,58.025,7.836,10.792,2.674,1.195,141.921
27.17,72.324,63.561,7.652,10.706,2.366,3.54,158.699
26.183,89.63,43.296,5.654,9.012,0.447,0.935,142.966
27.717,70.58,27.612,5.461,5.819,1.663,0.883,122.83
18.834,50.176,33.552,5.635,6.53,2.389,2.1,107.957
24.873,47.044,55.828,5.289,10.037,1.708,0.713,122.417
27.911,80.564,63.755,6.749,7.287,1.264,2.959,160.716
27.948,64.063,62.802,5.848,9.86,1.53,4.465,152.518
29.175,56.107,54.184,7.739,6.476,0.594,3.416,135.135
30.244,60.645,29.238,6.84,4.051,1.591,2.794,123.355
28.906,79.082,25.864,6.079,8.828,0.467,1.897,133.369
31.434,65.936,64.107,7.954,8.807,1.946,4.448,157.104
28.621,84.082,52.469,7.86,9.02,1.337,3.984,157.123
27.138,78.072,64.136,7.336,6.145,0.859,3.729,156.769
28.305,88.831,33.139,7.375,10.489,0.442,1.189,140.431
19.72,84.983,45.371,7.932,7.9,2.613,0.731,139.563
22.644,56.455,70.958,6.801,10.099,1.735,0.965,146.592
26.966,74.658,33.58,7.64,8.889,1.953,1.312,137.058
32.841,45.924,28.076,5.194,7.329,2.27,0.551,113.538
29.544,89.6,57.673,6.662,9.437,1.904,4.02,168.999
19.537,56.745,54.727,6.508,8.6,1.391,0.996,121.757
28.069,74.916,72.602,5.113,8.086,1.906,1.174,157.428
21.77,83.212,70.323,5.261,9.188,1.006,4.019,166.016
30.478,52.221,62.472,5.066,4.688,1.747,4.32,144.467
32.066,83.155,25.958,5.882,11.282,0.893,1.154,137.422
28.089,45.551,49.019,5.161,6.681,2.602,1.465,121.98
28.053,64.889,69.805,6.269,5.798,1.623,3.64,157.151
23.756,66.242,46.683,7.438,10.174,0.961,4.372,138.755
25.586,61.834,73.107,6.841,5.85,1.935,2.994,155.013
32.69,71.387,57.624,7.021,11.966,0.617,2.103,151.009
30.296,86.168,30.473,5.095,7.364,1.442,3.101,139.934
26.836,59.715,50.464,7.519,6.373,2.478,3.555,140.387
24.26,71.067,59.781,5.439,4.497,2.243,0.684,143.927
18.856,84.486,28.268,5.908,4.334,2.088,2.072,125.745
20.431,79.785,42.232,6.55,4.761,1.529,3.886,134.746
21.281,46.833,60.854,7.79,4.04,1.473,3.233,126.813
24.348,87.426,32.854,7.994,6.617,0.427,0.861,137.197
34.05,47.099,42.417,7.348,6.484,1.84,3.447,124.486
26.588,71.494,59.496,7.188,7.441,1.785,3.07,148.537
21.992,70.891,63.777,6.583,5.863,0.413,1.338,142.519
19.798,80.388,50.926,6.997,4.502,0.729,1.679,138.006
23.751,51.68,72.843,5.433,4.569,0.43,1.552,133.482
31.867,53.072,71.267,5.808,5.457,1.008,4.471,151.396
24.517,78.845,48.672,7.954,6.533,0.409,0.99,140.097
31.133,51.728,33.014,7.939,5.184,1.402,3.766,120.308
31.646,66.125,63.647,5.969,6.921,1.543,2.482,147.089
19.884,77.924,37.157,5.723,11.378,1.449,3.986,136.399
28.347,74.306,67.141,5.689,6.093,0.879,4.422,161.573
